Rank,Author,Title,Citations,Year,Source,cit/year
28,Tuegel,The airframe digital twin: some challenges to realization,35,2012,https://arc.aiaa.org/doi/pdf/10.2514/6.2012-1812,4
35,"Li, S Mahadevan, Y Ling, S Choze, L Wang",Dynamic Bayesian network for aircraft wing health monitoring digital twin,35,2017,https://arc.aiaa.org/doi/abs/10.2514/1.J055201,9
47,"Ding, FTS Chan, X Zhang, G Zhou…",Defining a digital twin-based cyber-physical production system for autonomous manufacturing in smart shop floors,30,2019,https://www.tandfonline.com/doi/abs/10.1080/00207543.2019.1566661,15
37,"Yun, JH Park, WT Kim",Data-centric middleware based digital twin platform for dependable cyber-physical systems,30,2017,https://ieeexplore.ieee.org/abstract/document/7993933/,8
49,"U Coronado, R Lynn, W Louhichi, M Parto…",Part data integration in the Shop Floor Digital Twin: Mobile and cloud technologies to enable a manufacturing execution system,29,2018,https://www.sciencedirect.com/science/article/pii/S027861251830013X,10
27,"Boschert, C Heinrich, R Rosen",Next generation digital twin,28,2018,https://www.researchgate.net/profile/Stefan_Boschert/publication/325119950_Next_Generation_Digital_Twin/links/5af952ca0f7e9b026bf6e553/Next-Generation-Digital-Twin.pdf,9
39,"Schroeder, C Steinmetz, CE Pereira…",Visualising the digital twin using web services and augmented reality,28,2016,https://ieeexplore.ieee.org/abstract/document/7819217/,6
40,"Reifsnider, P Majumdar",Multiphysics stimulated simulation digital twin methods for fleet management,28,2013,https://arc.aiaa.org/doi/pdf/10.2514/6.2013-1578,4
41,"Brenner, V Hummel",Digital twin as enabler for an innovative digital shopfloor management system in the ESB Logistics Learning Factory at Reutlingen-University,28,2017,https://www.sciencedirect.com/science/article/pii/S2351978917301579,7
42,"Zheng, S Yang, H Cheng",An application framework of digital twin and its case study,26,2019,https://link.springer.com/article/10.1007/s12652-018-0911-3,13
46,"Liu, H Zhang, J Leng, X Chen",Digital twin-driven rapid individualised designing of automated flow-shop manufacturing system,25,2019,https://www.tandfonline.com/doi/abs/10.1080/00207543.2018.1471243,12
43," Madni, CC Madni, SD Lucero",Leveraging digital twin technology in model-based systems engineering,25,2019,https://www.mdpi.com/2079-8954/7/1/7,12
38," Zhuang, JH Liu, H Xiong, X Ding, S Liu…","Connotation, architecture and trends of product digital twin",23,2017,http://en.cnki.com.cn/Article_en/CJFDTotal-JSJJ201704010.htm,6
48," West, M Blackburn",Is digital thread/digital twin affordable? A systemic assessment of the cost of dod's latest manhattan project,21,2017,https://www.sciencedirect.com/science/article/pii/S1877050917317970,5
68,"He, J Guo, X Zheng",From surveillance to digital twin: Challenges and recent advances of signal processing for industrial internet of things,19,2018,https://ieeexplore.ieee.org/abstract/document/8454907/,6
53,"Luo, T Hu, C Zhang, Y Wei",Digital twin for CNC machine tool: modeling and using strategy,18,2019,https://link.springer.com/article/10.1007/s12652-018-0946-5,9
54,"Tao, Y Cheng, J Cheng, M Zhang…",Theories and technologies for cyber-physical fusion in digital twin shop-floor,18,2017,http://ira.lib.polyu.edu.hk/handle/10397/73911,4
57,"Macchi, I Roda, E Negri, L Fumagalli",Exploring the role of digital twin for asset lifecycle management,18,2018,https://www.sciencedirect.com/science/article/pii/S2405896318315416,6
62,"Magargle, L Johnson, P Mandloi…",A simulation-based digital twin for model-driven health monitoring and predictive maintenance of an automotive braking system,18,2017,http://www.ep.liu.se/ecp/article.asp?issue=132&article=003&volume=,4
64," Wang, L Wang","Digital twin-based WEEE recycling, recovery and remanufacturing in the background of Industry 4.0",17,2019,https://www.tandfonline.com/doi/abs/10.1080/00207543.2018.1497819,8
52,"Liu, N Meyendorf, N Mrad",The role of data fusion in predictive maintenance using digital twin,17,2018,https://aip.scitation.org/doi/abs/10.1063/1.5031520,6
76,"Kunath, H Winkler",Integrating the Digital Twin of the manufacturing system into a decision support system for improving the order management process,17,2018,https://www.sciencedirect.com/science/article/pii/S2212827118303512,6
72,"Ramtilak, A Joseph, G Sivakumar, SS Bhat",Digital Twin Spark Ignition for improved fuel economy and emissions on four stroke engines,16,2005,https://www.sae.org/publications/technical-papers/content/2005-26-008/,1
50,"Tao, M Zhang, AYC Nee",Digital twin driven smart manufacturing,16,2019,https://books.google.com/books?hl=en&lr=&id=PvKGDwAAQBAJ&oi=fnd&pg=PP1&dq=digital+twin&ots=hk_pPQKilg&sig=GUxfiDYJ8q5mgDuIicCIeeFSYXA,8
73,"Biesinger, D Meike, B Kraß…",A Case Study for a Digital Twin of Body-in-White Production Systems General Concept for Automated Updating of Planning Projects in the Digital Factory,15,2018,https://ieeexplore.ieee.org/abstract/document/8502467/,5
61," Seshadri, T Krishnamurthy",Structural health management of damaged aircraft structures using digital twin concept,15,2017,https://arc.aiaa.org/doi/pdf/10.2514/6.2017-1675,4
63," Talkhestani, N Jazdi, W Schloegl, M Weyrich",Consistency check to synchronize the Digital Twin of manufacturing automation based on anchor points,15,2018,https://www.researchgate.net/profile/Michael_Weyrich/publication/325417650_Consistency_Check_to_Synchronize_the_Digital_Twin_of_Manufacturing_Automation_Based_On_Anchor_Points/links/5b0e81080f7e9b1ed701a787/Consistency-Check-to-Synchronize-the-Digital-Twin-of-Manufacturing-Automation-Based-On-Anchor-Points.pdf,5
51,"Botkina, M Hedlind, B Olsson, J Henser, T Lundholm",Digital twin of a cutting tool,15,2018,https://www.sciencedirect.com/science/article/pii/S2212827118303378,5
58,"Ayani, M Ganebäck, AHC Ng",Digital Twin: Applying emulation for machine reconditioning,15,2018,https://www.sciencedirect.com/science/article/pii/S2212827118302968,5
60,"Iglesias, P Bunting, S Esquembri…",Digital twin applications for the JET divertor,14,2017,https://www.sciencedirect.com/science/article/pii/S0920379617308748,4
66,"Liu, H Zhou, G Tian, X Liu, X Jing",Digital twin-based process reuse and evaluation approach for smart process planning,14,2019,https://link.springer.com/article/10.1007/s00170-018-2748-5,7
86,"Nikolakis, K Alexopoulos, E Xanthakis…",The digital twin implementation for linking the virtual representation of human-based production tasks to their physical counterpart in the factory-floor,14,2019,https://www.tandfonline.com/doi/abs/10.1080/0951192X.2018.1529430,7
59,"Wärmefjord, R Söderberg…",Inspection data to support a digital twin for geometry assurance,14,2017,https://asmedigitalcollection.asme.org/IMECE/proceedings-abstract/IMECE2017/58356/V002T02A101/265583,4
79," Bernues, DM Bolle",The Digital Twin-Ferrite-Toroid Circular Waveguide Phaser (Short Papers),14,1973,https://ieeexplore.ieee.org/abstract/document/1128144/,0
80,"Graessler, A Pöhler",Integration of a digital twin as human representation in a scheduling procedure of a cyber-physical production system,14,2017,https://ieeexplore.ieee.org/abstract/document/8289898/,4
65,"D Miller, R Alvarez, N Hartman",Towards an extended model-based definition for the digital twin,14,2018,https://www.tandfonline.com/doi/abs/10.1080/16864360.2018.1462569,5
94,"Mandolla, AM Petruzzelli, G Percoco, A Urbinati",Building a digital twin for additive manufacturing through the exploitation of blockchain: A case analysis of the aircraft industry,13,2019,https://www.sciencedirect.com/science/article/pii/S0166361518308741,6
81,"Bao, D Guo, J Li, J Zhang",The modelling and operations for the digital twin in the context of manufacturing,13,2019,https://www.tandfonline.com/doi/abs/10.1080/17517575.2018.1526324,6
55,"Guo, N Zhao, L Sun, S Zhang",Modular based flexible digital twin for factory design,13,2019,https://link.springer.com/article/10.1007/s12652-018-0953-6,6
69,"Lohtander, N Ahonen, M Lanz, J Ratava…",Micro manufacturing unit and the corresponding 3D-model for the digital twin,13,2018,https://www.sciencedirect.com/science/article/pii/S2351978918305766,4
71,"Xu, Y Sun, X Liu, Y Zheng",A digital-twin-assisted fault diagnosis using deep transfer learning,12,2019,https://ieeexplore.ieee.org/abstract/document/8598879/,6
99,"Bottani, A Cammardella, T Murino…",From the Cyber-Physical System to the Digital Twin: the process development for behaviour modelling of a Cyber Guided Vehicle in M2M logic,12,0,http://www.summerschool-aidi.it/cms/extra/papers/75-%20Bottani%20et%20al-with-numbers.pdf,0
74,"Banerjee, R Dalal, S Mittal, KP Joshi",Generating digital twin models using knowledge graphs for industrial production lines,12,2017,https://mdsoar.org/handle/11603/11592,3
77,"Wang, L Ye, RX Gao, C Li, L Zhang",Digital Twin for rotating machinery fault diagnosis in smart manufacturing,12,2019,https://www.tandfonline.com/doi/abs/10.1080/00207543.2018.1552032,6
93,"Zhao, D Yan, Q Liu, J Leng, J Wan, X Chen…",Digital twin-driven cyber-physical system for autonomously controlling of micro punching system,12,2019,https://ieeexplore.ieee.org/abstract/document/8603719/,6
75,"Zhang, X Zhang, W Xu, A Liu, Z Zhou…",Modeling of digital twin workshop based on perception data,11,2017,https://link.springer.com/chapter/10.1007/978-3-319-65298-6_1,3
70,"Ferguson, E Bennett, A Ivashchenko",Digital twin tackles design challenges,11,2017,https://www.sciencedirect.com/science/article/pii/S0262176217301396,3
90,Autiosalo,"Platform for industrial internet and digital twin focused education, research, and innovation: Ilmatar the overhead crane",11,2018,https://ieeexplore.ieee.org/abstract/document/8355217/,4
105,"Padovano, F Longo, L Nicoletti, G Mirabelli",A digital twin based service oriented application for a 4.0 knowledge navigation in the smart factory,11,2018,https://www.sciencedirect.com/science/article/pii/S2405896318315143,4
85,"Mukherjee, T DebRoy",A digital twin for rapid qualification of 3D printed metallic components,10,2019,https://www.sciencedirect.com/science/article/pii/S2352940718304931,5
83,"Li, S Mahadevan, Y Ling, L Wang…",A dynamic Bayesian network approach for digital twin,10,2017,https://arc.aiaa.org/doi/pdf/10.2514/6.2017-1566,2
96,"Vathoopan, M Johny, A Zoitl, A Knoll",Modular fault ascription and corrective maintenance using a digital twin,9,2018,https://www.sciencedirect.com/science/article/pii/S2405896318315982,3
87," Mayani, M Svendsen, SI Oedegaard",Drilling Digital Twin Success Stories the Last 10 Years,9,2018,https://www.onepetro.org/conference-paper/SPE-191336-MS,3
84,"Lu, C Liu, I Kevin, K Wang, H Huang, X Xu","Digital Twin-driven smart manufacturing: Connotation, reference model, applications and research issues",9,2020,https://www.sciencedirect.com/science/article/pii/S0736584519302480,9
106,"Tavares, JA Silva, P Costa, G Veiga…",Flexible work cell simulator using digital twin methodology for highly complex systems in industry 4.0,9,2017,https://link.springer.com/chapter/10.1007/978-3-319-70833-1_44,2
102," Zakrajsek, S Mall",The development and use of a digital twin model for tire touchdown health monitoring,9,2017,https://arc.aiaa.org/doi/pdf/10.2514/6.2017-0863,2
82,"Kostenko, N Kudryashov, M Maystrishin…","DIGITAL TWIN APPLICATIONS: DIAGNOSTICS, OPTIMISATION AND PREDICTION.",8,2018,https://www.researchgate.net/profile/Vyacheslav_Potekhin/publication/329465009_Digital_Twin_Applications_Diagnostics_Optimisation_and_Prediction/links/5c112ac092851c39ebe7dc82/Digital-Twin-Applications-Diagnostics-Optimisation-and-Prediction.pdf,3
91,"Negri, L Fumagalli, C Cimino…",FMU-supported simulation for CPS digital twin,8,2019,https://re.public.polimi.it/handle/11311/1076816,4
92,Poddar,"Digital Twin Bridging Intelligence Among Man, Machine and Environment",8,2018,https://www.onepetro.org/conference-paper/OTC-28480-MS,3
95,"Renzi, D Maniar, S McNeill, C Del Vecchio",Developing a digital twin for floating production systems integrity management,8,2017,https://www.onepetro.org/conference-paper/OTC-28012-MS,2
98,"Yang, Y Tan, K Yoshida, S Takakuwa",Digital twin-driven simulation for a cyber-physical system in Industry 4.0,8,2017,https://www.daaam.info/Downloads/Pdfs/science_books_pdfs/2017/Sc_Book_2017-018.pdf,2
107,"Liu, L Zhang, Y Yang, L Zhou, L Ren, F Wang…",A novel cloud-based framework for the elderly healthcare services using digital twin,8,2019,https://ieeexplore.ieee.org/abstract/document/8686260/,4
103,Damjanovi,A digital twin-based privacy enhancement mechanism for the automotive industry,7,2018,https://ieeexplore.ieee.org/abstract/document/8710526/,2
101," Lund, K Mochel, JW Lin, R Onetto…",Digital twin interface for operating wind farms,7,2018,https://patents.google.com/patent/US9995278B2/en,2
104,"CS Durão, S Haag, R Anderl, K Schützer…",Digital twin requirements in the context of industry 4.0,7,2018,https://link.springer.com/chapter/10.1007/978-3-030-01614-2_19,2
97,"Bilberg, AA Malik",Digital twin driven human–robot collaborative assembly,7,2019,https://www.sciencedirect.com/science/article/pii/S000785061930037X,4
110,"Luo, T Hu, W Zhu, F Tao",Digital twin modeling method for CNC machine tool,6,2018,https://ieeexplore.ieee.org/abstract/document/8361285/,2
108,"Liau, H Lee, K Ryu",Digital Twin concept for smart injection molding,6,2018,https://iopscience.iop.org/article/10.1088/1757-899X/324/1/012077/meta,2
109,Van Os,The digital twin throughout the lifecycle,5,2018,https://www.onepetro.org/conference-paper/SNAME-SMC-2018-022,2
56,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=40&q=digital+twin&hl=en&as_sdt=0,5",0
100,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=80&q=digital+twin&hl=en&as_sdt=0,5",0
89,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=70&q=digital+twin&hl=en&as_sdt=0,5",0
78,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=60&q=digital+twin&hl=en&as_sdt=0,5",0
67,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=50&q=digital+twin&hl=en&as_sdt=0,5",0
45,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=30&q=digital+twin&hl=en&as_sdt=0,5",0
34,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=20&q=digital+twin&hl=en&as_sdt=0,5",0
23,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=10&q=digital+twin&hl=en&as_sdt=0,5",0
12,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=digital+twin&hl=en&as_sdt=0,5",0
5,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=digital+twin&hl=en&as_sdt=0,5",0
111,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=90&q=digital+twin&hl=en&as_sdt=0,5",0
