Rank,Author,Title,Citations,Year,Source,cit/year
8,"Aivaliotis, K Georgoulias, Z Arkouli, S Makris",Methodology for enabling digital twin using advanced physics-based modelling in predictive maintenance,4,0,https://www.programs-project.eu/wp-content/uploads/2019/09/Methodology-for-enabling-Digital-Twin-using-advanced-physics-based-modelling-in-predictive-maintenance.pdf,0
71,Føllesdal Tjønn,Digital Twin Through the Life of a Field,3,2018,https://www.onepetro.org/conference-paper/SPE-193203-MS,1
69,"Detzner, M Eigner",A digital twin for root cause analysis and product quality monitoring,3,2018,https://www.designsociety.org/publication/40558/A+DIGITAL+TWIN+FOR+ROOT+CAUSE+ANALYSIS+AND+PRODUCT+QUALITY+MONITORING,1
106,"Lukowski, A Rauch, T Rosendahl",The virtual representation of the world is emerging,3,2019,https://link.springer.com/chapter/10.1007/978-3-319-77724-5_14,2
49,"Zhang, Y Zuo, F Tao",Equipment energy consumption management in digital twin shop-floor: A framework and potential applications,3,2018,https://ieeexplore.ieee.org/abstract/document/8361272/,1
50,"Verdouw, JW Kruize",Digital twins in farm management: illustrations from the FIWARE accelerators SmartAgriFood and Fractals,3,2017,https://www.researchgate.net/profile/Cor_Verdouw/publication/322886729_Digital_twins_in_farm_management_illustrations_from_the_FIWARE_accelerators_SmartAgriFood_and_Fractals/links/5b2cf5eaaca2720785d7c121/Digital-twins-in-farm-management-illustrations-from-the-FIWARE-accelerators-SmartAgriFood-and-Fractals.pdf,1
104," Leser, J Warner",A diagnosis-prognosis feedback loop for improved performance under uncertainties,2,2017,https://arc.aiaa.org/doi/pdf/10.2514/6.2017-1564,0
54,"Voell, P Chatterjee, A Rauch…",How digital twins enable the next level of PLM–A guide for the concept and the implementation in the Internet of Everything Era,2,2018,https://link.springer.com/chapter/10.1007/978-3-030-01614-2_22,1
85,Zborowski,"Finding Meaning, Application for the Much-Discussed “Digital Twin”",2,2018,https://www.onepetro.org/journal-paper/SPE-0618-0026-JPT,1
47,"Qi, F Tao, T Hu, N Anwer, A Liu, Y Wei…",Enabling technologies and tools for digital twin,2,2019,https://www.sciencedirect.com/science/article/pii/S027861251930086X,1
81,Klenz,How to Use Streaming Analytics to Create a Real-Time Digital Twin,2,2018,https://pdfs.semanticscholar.org/0226/a5cf4ebb34d8ef8758aed0130f9d3f7d662c.pdf,1
80," Chhetri, S Faezi, A Canedo…",QUILT: quality inference from living digital twins in IoT-enabled manufacturing systems,2,2019,https://dl.acm.org/doi/abs/10.1145/3302505.3310085,1
94,"Meierhofer, S West",Service value creation using a digital twin,2,2019,https://www.researchgate.net/profile/Shaun_West2/publication/333653525_SERVICE_VALUE_CREATION_USING_A_DIGITAL_TWIN/links/5cfa68b8299bf13a38443a21/SERVICE-VALUE-CREATION-USING-A-DIGITAL-TWIN.pdf,1
91,"Jaensch, A Csiszar, C Scheifele…",Digital twins of manufacturing systems as a base for machine learning,2,2018,https://ieeexplore.ieee.org/abstract/document/8600844/,1
90,"Lohtander, E Garcia, M Lanz, J Volotinen…",Micro Manufacturing Unit–Creating Digital Twin Objects with Common Engineering Software,2,2018,https://www.sciencedirect.com/science/article/pii/S2351978918311879,1
74,"Sadjina, S Skjong, A Pobitzer…",Seismic RTDT: Real-Time Digital Twin for Boosting Performance of Seismic Operations,1,2019,https://asmedigitalcollection.asme.org/OMAE/proceedings-abstract/OMAE2019/58844/V07AT06A040/1067958,0
38,"Karakra, F Fontanili, E Lamine…",Pervasive computing integrated discrete event simulation for a hospital digital twin,1,2018,https://ieeexplore.ieee.org/abstract/document/8612796/,0
92,"Fan, C Zhang, A Yahja, A Mostafavi",Disaster City Digital Twin: A vision for integrating artificial and human intelligence for disaster management,1,2019,https://www.sciencedirect.com/science/article/pii/S0268401219302956,0
107,"Armendia, M Ghassempouri, E Ozturk, F Peysson",Twin-Control: A Digital Twin Approach to Improve Machine Tools Lifecycle,1,2019,https://books.google.com/books?hl=en&lr=&id=Eo2CDwAAQBAJ&oi=fnd&pg=PR7&dq=digital+twin+predictive+health+management&ots=rdoNCFail5&sig=86He0KxwpLcNPbF4NLj2JYg3JV8,0
87," Uhlenkamp, K Hribernik, S Wellsandt…",Digital Twin Applications: A first systemization of their dimensions,1,2019,https://ieeexplore.ieee.org/abstract/document/8792579/,0
100,"Zhou, J Yan, D Feng",Digital twin framework and its application to power grid online analysis,1,2019,https://ieeexplore.ieee.org/abstract/document/8779809/,0
21,"Karakra, F Fontanili, E Lamine…",HospiT'Win: A Predictive Simulation-Based Digital Twin for Patients Pathways in Hospital,1,2019,https://ieeexplore.ieee.org/abstract/document/8834534/,0
19,"Fuller, Z Fan, C Day","Digital Twin: Enabling Technology, Challenges and Open Research",1,2019,https://arxiv.org/abs/1911.01276,0
103," Hershey, FW Wheeler, MC Nielsen…",Digital twin of twinned physical system,1,2017,https://patents.google.com/patent/US20170286572A1/en,0
78,"Rasheed, O San, T Kvamsdal","Digital Twin: Values, Challenges and Enablers",1,2019,https://arxiv.org/abs/1910.01719,0
102,LaGrange,Developing a Digital Twin: The Roadmap for Oil and Gas Optimization,1,2019,https://www.onepetro.org/conference-paper/SPE-195790-MS,0
62,"Negri, HD Ardakani, L Cattaneo, J Singh, M Macchi…",A Digital Twin-based scheduling framework including Equipment Health Index and Genetic Algorithms,1,2019,https://www.sciencedirect.com/science/article/pii/S2405896319308791,0
93,"Xiaodong, L Feng, R Junhua, L Rongyu",A Survey of Digital Twin Technology for PHM,0,2020,https://link.springer.com/chapter/10.1007/978-981-13-9406-5_48,0
97,"H Kendrik, P Zheng, CH Chen","A State-of-the-Art Survey of Digital Twin: Techniques, Engineering Product Lifecycle Management and Business Innovation Perspectives",0,0,https://www.researchgate.net/profile/Pai_Zheng/publication/337185573_A_State-of-the-Art_Survey_of_Digital_Twin_Techniques_Engineering_Product_Lifecycle_Management_and_Business_Innovation_Perspectives/links/5dca6d57a6fdcc575040ec1b/A-State-of-the-Art-Survey-of-Digital-Twin-Techniques-Engineering-Product-Lifecycle-Management-and-Business-Innovation-Perspectives.pdf,0
105,"Park, A Easwaran, S Andalam",Challenges in Digital Twin Development for Cyber-Physical Production Systems,0,2018,https://link.springer.com/chapter/10.1007/978-3-030-23703-5_2,0
95,"E Jian, W XU, D CHENG…",Digital Twin-based Smart Building Management and Control Framework,0,0,http://www.dpi-proceedings.com/index.php/dtcse/article/view/29395,0
96,"Balakrishnan, KR Babu, CD Naiju, M Madiajagan",Design and Implementation of Digital Twin for Predicting Failures in Automobiles Using Machine Learning Algorithms,0,2019,https://www.sae.org/publications/technical-papers/content/2019-28-0159/,0
109,"SINGH, E SHEHAB, N HIGGINS…",Towards Effective Data Management or Digital Twin,0,2019,https://books.google.com/books?hl=en&lr=&id=_WOwDwAAQBAJ&oi=fnd&pg=PA167&dq=digital+twin+predictive+health+management&ots=Ni6PCt7eb4&sig=xNeczAXsj8-h7ZxjTI3PMvw3-9Y,0
99,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=80&q=digital+twin+predictive+health+management&hl=en&as_sdt=0,5",0
108," Johansen, AR Nejad",On Digital Twin Condition Monitoring Approach for Drivetrains in Marine Applications,0,2019,https://asmedigitalcollection.asme.org/OMAE/proceedings-abstract/OMAE2019/58899/V010T09A013/1068245,0
101,"H Lim, P Zheng, CH Chen","A state-of-the-art survey of Digital Twin: techniques, engineering product lifecycle management and business innovation perspectives",0,2019,https://link.springer.com/article/10.1007/s10845-019-01512-w,0
33,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=20&q=digital+twin+predictive+health+management&hl=en&as_sdt=0,5",0
89," Barricelli, E Casiraghi, D Fogli","A Survey on Digital Twin: Definitions, Characteristics, Applications, and Design Implications",0,2019,https://ieeexplore.ieee.org/abstract/document/8901113/,0
88,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=70&q=digital+twin+predictive+health+management&hl=en&as_sdt=0,5",0
31," Ezhilarasu, Z Skaf…",Understanding the role of a Digital Twin in Integrated Vehicle Health Management (IVHM)*,0,2019,https://ieeexplore.ieee.org/abstract/document/8914244/,0
27,"Aivaliotis, K Georgoulias…",The use of Digital Twin for predictive maintenance in manufacturing,0,2019,https://www.tandfonline.com/doi/abs/10.1080/0951192X.2019.1686173,0
22,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=10&q=digital+twin+predictive+health+management&hl=en&as_sdt=0,5",0
44,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=30&q=digital+twin+predictive+health+management&hl=en&as_sdt=0,5",0
55,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=40&q=digital+twin+predictive+health+management&hl=en&as_sdt=0,5",0
58,"Campean, D Neagu, A Doikin…",Automotive IVHM: Towards Intelligent Personalised Systems Healthcare,0,2019,https://www.cambridge.org/core/journals/proceedings-of-the-international-conference-on-engineering-design/article/automotive-ivhm-towards-intelligent-personalised-systems-healthcare/E11794756246089915E04B1580E636F6,0
60,"Knezevic, E Fakas, HJ Riber",Predictive Digital Twins for Structural Integrity Management and Asset Life Extension–JIP Concept and Results,0,2019,https://www.onepetro.org/conference-paper/SPE-195762-MS,0
61," Akselos, EFRD Shell",PREDICTIVE DIGITAL TWINS FOR STRUCTURAL INTEGRITY MANAGEMENT AND ASSET LIFE EXTENSION–JIP CONCEPT AND RESULTS,0,0,https://akselos.com/wp-content/uploads/2019/09/SPE-195762-MS_Akselos.pdf,0
11,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=digital+twin+predictive+health+management&hl=en&as_sdt=0,5",0
65," Chowdhury, F Ali, IK Jennions",A Methodology for the Experimental Validation of an Aircraft ECS Digital Twin Targeting System Level Diagnostics,0,2019,http://phmpapers.org/index.php/phmconf/article/view/888,0
66,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=50&q=digital+twin+predictive+health+management&hl=en&as_sdt=0,5",0
67," Rivera, M Jiménez, P Angara, NM Villegas…",Towards continuous monitoring in personalized healthcare through digital twins,0,2019,https://dl.acm.org/doi/abs/10.5555/3370272.3370310,0
68, Settemsdal,"Highly Scalable Digitalization Platform for Oil and Gas Operations Enables Total Asset Visibility for Predictive, Condition-Based Fleet Management Across Single and …",0,2019,https://www.onepetro.org/conference-paper/SPE-197820-MS,0
76,"Liu, B Liu, G Wang, C Zhang",A comparative study on digital twin models,0,2019,https://aip.scitation.org/doi/abs/10.1063/1.5090745,0
77,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=60&q=digital+twin+predictive+health+management&hl=en&as_sdt=0,5",0
79," McGlothlin, S Vedire, H Srinivasan, A Madugula…",Predicting Hospital Capacity and Efficiency.,0,2018,https://www.scitepress.org/papers/2018/66589/66589.pdf,0
84,"Thukaram, S Mohan",Digital Twins for Prognostic Profiling,0,2019,https://www.sae.org/publications/technical-papers/content/2019-28-2456/,0
110,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=90&q=digital+twin+predictive+health+management&hl=en&as_sdt=0,5",0
